#Date/Time of Update: 2019-10-18 15:42:32 GMT,#Game ID,#Game Date,#Game Time,#Schedule Status,#Played Status,#Current Period,#Current Period Seconds Remaining,#Current Intermission,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Away Score,#Home Score Total,#Quarter 1 Away Score,#Quarter 1 Home Score,#Quarter 2 Away Score,#Quarter 2 Home Score,#Quarter 3 Away Score,#Quarter 3 Home Score,#Quarter 4 Away Score,#Quarter 4 Home Score,#Quarter 5 Away Score,#Quarter 5 Home Score,#Quarter 6 Away Score,#Quarter 6 Home Score,#Quarter 7 Away Score,#Quarter 7 Home Score
,43367,2017-10-28,00:00:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,107,MEM,Memphis,Grizzlies,100,FedEx Forum,89,103,32,30,17,24,23,27,17,22,,,,,,,,,,,,
,42150,2017-10-28,00:30:00 GMT,NORMAL,COMPLETED,,,,85,PHI,Philadelphia,76ers,108,DAL,Dallas,Mavericks,2,American Airlines Center,112,110,32,23,25,33,32,22,23,32,,,,,,,,,,,,
,42151,2017-10-28,01:00:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,98,UTA,Utah,Jazz,92,Vivint Smart Home Arena,81,96,16,31,29,25,19,19,17,21,,,,,,,,,,,,
,42152,2017-10-28,02:00:00 GMT,NORMAL,COMPLETED,,,,104,PHX,Phoenix,Suns,97,POR,Portland,Trail Blazers,91,Moda Center,107,114,24,29,33,32,32,31,18,22,,,,,,,,,,,,
,42153,2017-10-28,02:30:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,102,LAC,Los Angeles,Clippers,25,Staples Center,95,87,27,24,18,31,22,17,28,15,,,,,,,,,,,,
,42154,2017-10-29,19:30:00 GMT,NORMAL,COMPLETED,,,,90,MIL,Milwaukee,Bucks,91,ATL,Atlanta,Hawks,20,Philips Arena,117,106,28,16,33,32,31,25,25,33,,,,,,,,,,,,
,42155,2017-10-29,20:30:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,87,IND,Indiana,Pacers,81,Bankers Life Fieldhouse,94,97,24,26,24,27,16,15,30,29,,,,,,,,,,,,
,42156,2017-10-29,22:00:00 GMT,NORMAL,COMPLETED,,,,95,ORL,Orlando,Magic,93,CHA,Charlotte,Hornets,87,Spectrum Center,113,120,24,27,25,34,37,32,27,27,,,,,,,,,,,,
,42157,2017-10-29,22:00:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,84,BRO,Brooklyn,Nets,78,Barclays Center,124,111,29,36,31,27,40,21,24,27,,,,,,,,,,,,
,42158,2017-10-29,22:00:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,103,SAC,Sacramento,Kings,97,Sleep Train Arena,110,83,35,16,28,16,25,28,22,23,,,,,,,,,,,,
,42159,2017-10-29,23:00:00 GMT,NORMAL,COMPLETED,,,,83,NYK,New York,Knicks,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,114,95,29,19,33,35,30,21,22,20,,,,,,,,,,,,
,42160,2017-10-29,00:30:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,101,GSW,Golden State,Warriors,95,Oracle Arena,115,107,27,35,25,22,30,24,33,26,,,,,,,,,,,,
,43369,2017-10-30,23:00:00 GMT,NORMAL,COMPLETED,,,,100,MIN,Minnesota,Timberwolves,92,MIA,Miami,Heat,86,American Airlines Arena,125,122,23,32,37,30,19,20,31,28,15,12,15,12,,,,
,42162,2017-10-30,23:30:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,83,NYK,New York,Knicks,12,Madison Square Garden,110,116,25,35,18,30,38,19,29,32,,,,,,,,,,,,
,42163,2017-10-30,23:30:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,82,BOS,Boston,Celtics,27,TD Garden,94,108,26,30,23,24,18,26,27,28,,,,,,,,,,,,
,42164,2017-10-30,00:00:00 GMT,NORMAL,COMPLETED,,,,93,CHA,Charlotte,Hornets,107,MEM,Memphis,Grizzlies,100,FedEx Forum,104,99,31,31,20,26,22,25,31,17,,,,,,,,,,,,
,42165,2017-10-30,00:00:00 GMT,NORMAL,COMPLETED,,,,95,ORL,Orlando,Magic,110,NOP,New Orleans,Pelicans,103,Smoothie King Center,115,99,33,24,27,40,27,20,28,15,,,,,,,,,,,,
,42166,2017-10-30,00:00:00 GMT,NORMAL,COMPLETED,,,,85,PHI,Philadelphia,76ers,109,HOU,Houston,Rockets,102,Toyota Center,115,107,37,27,21,29,34,24,23,27,,,,,,,,,,,,
